O*NET-SOC Code,Title,A: Arm-Hand Steadiness,A: Auditory Attention,A: Category Flexibility,A: Control Precision,A: Deductive Reasoning,A: Depth Perception,A: Dynamic Flexibility,A: Dynamic Strength,A: Explosive Strength,A: Extent Flexibility,A: Far Vision,A: Finger Dexterity,A: Flexibility of Closure,A: Fluency of Ideas,A: Glare Sensitivity,A: Gross Body Coordination,A: Gross Body Equilibrium,A: Hearing Sensitivity,A: Inductive Reasoning,A: Information Ordering,A: Manual Dexterity,A: Mathematical Reasoning,A: Memorization,A: Multilimb Coordination,A: Near Vision,A: Night Vision,A: Number Facility,A: Oral Comprehension,A: Oral Expression,A: Originality,A: Perceptual Speed,A: Peripheral Vision,A: Problem Sensitivity,A: Rate Control,A: Reaction Time,A: Response Orientation,A: Selective Attention,A: Sound Localization,A: Spatial Orientation,A: Speech Clarity,A: Speech Recognition,A: Speed of Closure,A: Speed of Limb Movement,A: Stamina,A: Static Strength,A: Time Sharing,A: Trunk Strength,A: Visual Color Discrimination,A: Visualization,A: Wrist-Finger Speed,A: Written Comprehension,A: Written Expression,S: Active Learning,S: Active Listening,S: Complex Problem Solving,S: Coordination,S: Critical Thinking,S: Equipment Maintenance,S: Equipment Selection,S: Installation,S: Instructing,S: Judgment and Decision Making,S: Learning Strategies,S: Management of Financial Resources,S: Management of Material Resources,S: Management of Personnel Resources,S: Mathematics,S: Monitoring,S: Negotiation,S: Operation and Control,S: Operations Analysis,S: Operations Monitoring,S: Persuasion,S: Programming,S: Quality Control Analysis,S: Reading Comprehension,S: Repairing,S: Science,S: Service Orientation,S: Social Perceptiveness,S: Speaking,S: Systems Analysis,S: Systems Evaluation,S: Technology Design,S: Time Management,S: Troubleshooting,S: Writing,Final_Cluster,Avg_Cluster_Labels,Ward_Cluster_Labels,Ward_Cluster
29-1161.00,Nurse Midwives,3.12,2.25,3.88,2.88,4.38,1.88,0.0,1.88,0.38,2.25,2.88,3.12,3.12,3.25,0.0,1.75,1.12,2.0,4.25,4.0,3.0,2.75,3.0,2.75,3.88,0.0,2.88,4.75,4.62,3.0,3.12,0.0,5.12,0.0,0.75,1.12,3.12,0.0,0.12,3.88,3.88,3.12,0.0,2.0,2.38,3.0,2.88,2.88,2.88,0.62,4.5,4.0,4.0600000000000005,4.12,3.815,3.815,4.25,0.5,0.75,0.5,3.5,3.815,3.315,1.315,1.63,2.75,2.62,4.0600000000000005,2.685,1.375,2.315,2.25,2.815,1.12,2.06,4.0600000000000005,0.5,3.065,4.0,4.12,4.12,3.06,3.125,1.315,3.185,1.06,3.94,0,0,9,9
29-1171.00,Nurse Practitioners,3.0,2.88,3.88,2.75,4.38,1.62,0.0,1.75,1.62,2.12,3.12,2.88,3.62,3.62,0.0,2.0,1.88,2.62,4.88,4.0,2.75,3.12,3.12,2.5,4.0,0.0,3.0,5.0,4.12,3.12,3.0,0.0,5.12,0.25,1.75,1.88,3.0,0.0,0.0,4.0,4.0,3.12,1.38,2.12,2.12,3.0,2.12,3.12,2.88,0.62,5.0,4.25,4.0600000000000005,4.5,4.12,3.815,4.12,0.5,1.185,0.5,3.5,4.0600000000000005,3.69,1.625,1.625,3.06,3.06,4.0600000000000005,3.06,1.565,3.19,2.37,3.565,0.94,2.31,4.5,0.5,3.815,3.94,4.3100000000000005,4.0,3.125,3.12,1.375,3.63,1.56,4.0,0,0,9,9
29-1181.00,Audiologists,3.0,3.25,3.38,3.0,4.62,1.0,0.0,0.0,0.12,0.62,3.0,3.88,3.38,3.25,0.0,0.12,0.0,3.75,4.88,4.0,2.75,3.0,2.88,2.0,4.0,0.0,2.75,5.0,4.75,3.0,3.12,0.0,5.12,0.88,0.75,1.75,2.88,0.62,0.0,4.0,4.12,3.0,0.0,0.0,0.75,2.5,1.88,1.88,2.75,1.12,4.75,4.38,4.19,4.3100000000000005,3.75,3.44,4.125,2.06,2.37,0.75,3.5,3.875,3.63,1.75,1.815,2.94,2.94,3.935,2.815,2.12,2.94,3.0,3.06,1.375,3.06,4.5600000000000005,2.12,3.125,3.685,4.25,4.19,3.12,3.185,1.69,3.125,2.37,4.125,0,0,9,9
29-1211.00,Anesthesiologists,3.88,2.75,3.25,3.0,4.75,2.12,0.0,1.5,0.0,1.88,2.75,3.75,3.75,3.25,0.12,1.62,1.25,2.62,4.75,4.12,3.12,3.12,2.25,2.62,4.12,0.0,3.0,4.88,5.0,3.0,3.88,0.0,5.5,1.62,2.0,2.88,3.88,0.0,0.0,4.0,3.88,2.88,0.38,1.38,2.12,3.12,2.5,2.88,2.38,2.12,4.88,4.0,3.87,4.1850000000000005,4.0,3.435,4.44,0.5,0.94,0.5,3.435,4.1850000000000005,3.315,2.25,2.185,3.25,3.19,4.25,2.88,2.935,2.685,3.62,3.19,0.6200000000000001,2.685,4.44,0.5,3.94,3.5,3.75,3.94,3.185,3.25,1.31,3.875,2.185,4.0,0,0,9,9
29-1213.00,Dermatologists,3.75,1.12,3.88,2.62,5.0,1.0,0.0,0.75,0.25,1.75,3.12,3.75,3.75,3.62,0.0,0.88,0.88,1.88,5.25,3.75,3.0,2.88,3.0,2.25,4.25,0.0,2.88,4.75,4.88,3.5,3.0,0.0,5.0,0.0,0.0,0.25,3.0,0.0,0.0,3.75,3.75,3.12,0.0,0.88,1.0,2.38,2.0,3.25,2.88,0.62,4.25,4.12,3.815,4.0600000000000005,3.69,3.565,4.1850000000000005,0.5,0.875,0.5,3.565,3.875,3.185,1.94,1.625,3.0,2.375,3.69,3.12,0.815,1.75,1.69,3.435,1.5,1.625,4.38,0.5,3.685,4.0,3.94,3.94,2.935,3.0,1.44,3.12,0.8799999999999999,3.75,0,0,9,9
29-1214.00,Emergency Medicine Physicians,3.5,2.75,3.88,2.62,4.88,2.12,0.5,1.75,1.62,2.12,3.25,3.5,4.0,3.88,0.0,2.0,2.0,2.25,5.5,4.62,3.25,3.0,3.62,3.12,4.12,0.0,3.0,5.25,5.12,3.88,3.5,0.5,5.38,1.75,2.5,2.38,3.75,0.25,1.12,4.38,4.12,4.0,2.0,2.0,2.12,3.25,2.38,2.75,3.12,3.12,5.12,4.5,4.19,4.5,4.25,4.0600000000000005,4.565,0.5,0.5,0.5,3.87,4.3100000000000005,3.81,1.81,1.75,3.0,2.875,4.1850000000000005,3.315,2.315,1.375,2.5,3.81,1.5,1.88,4.6850000000000005,0.5,3.0,4.1850000000000005,4.5,4.25,3.375,3.25,1.06,3.185,1.125,4.12,0,0,9,9
29-1215.00,Family Medicine Physicians,2.88,2.12,3.62,2.38,4.25,1.38,0.0,0.0,0.0,0.0,2.88,2.75,3.62,3.12,0.0,0.0,0.0,2.75,5.12,3.75,2.75,2.88,2.75,0.12,4.0,0.0,2.62,5.0,5.0,3.12,3.0,0.0,5.25,0.0,0.0,0.0,3.12,0.0,0.0,4.0,4.0,2.75,0.0,0.0,0.0,3.12,1.38,2.88,2.38,0.5,5.0,4.88,4.0,4.565,4.125,3.5,4.44,0.5,0.815,0.5,3.69,4.375,3.25,1.31,1.435,3.25,2.815,4.0,2.94,0.685,2.625,2.12,3.31,0.815,2.06,4.625,0.5,3.94,3.88,3.88,4.25,2.88,2.88,0.815,3.94,1.06,4.12,0,0,9,9
29-1216.00,General Internal Medicine Physicians,2.75,2.0,4.0,2.12,5.0,1.12,0.0,0.38,0.75,0.62,3.0,3.0,3.88,3.88,0.0,1.12,0.5,2.5,5.38,4.12,2.25,3.0,3.0,0.88,4.12,0.0,3.0,4.88,5.0,3.62,3.25,0.0,5.62,0.25,0.25,0.0,3.12,0.0,0.0,3.75,4.0,3.0,0.62,1.0,0.75,3.0,1.88,2.62,2.88,0.38,5.0,4.75,3.94,4.1850000000000005,4.0,3.375,4.375,0.6200000000000001,1.185,0.685,3.37,4.125,3.37,1.5,1.625,3.06,2.88,3.94,3.06,1.06,3.0,1.94,3.37,1.315,2.375,4.5600000000000005,0.815,4.0,3.875,4.0,4.0600000000000005,3.25,3.37,1.315,3.25,1.315,4.0600000000000005,0,0,9,9
29-1217.00,Neurologists,1.38,1.75,4.5,0.25,5.0,1.75,0.0,0.0,0.0,0.0,3.38,2.5,4.38,4.38,0.0,0.0,0.0,2.38,5.5,4.25,0.88,3.62,2.88,0.0,4.12,0.0,3.38,5.5,5.25,3.88,3.62,0.0,5.75,0.0,0.12,0.12,3.0,0.0,0.0,4.12,4.12,4.0,0.0,0.0,0.0,2.75,1.62,2.75,3.62,0.12,5.12,4.5,4.1850000000000005,4.375,4.37,3.75,4.5,0.5,1.0,0.5,4.0600000000000005,4.25,3.815,1.875,2.06,3.19,3.065,4.3100000000000005,2.815,0.875,2.0,2.06,3.625,1.315,2.315,4.8100000000000005,0.5,3.935,3.56,4.37,4.25,3.38,3.435,1.44,3.565,1.565,4.19,0,0,9,9
29-1218.00,Obstetricians and Gynecologists,4.0,2.12,3.88,3.0,4.88,2.12,0.0,1.12,0.75,1.88,3.12,3.5,3.25,3.38,0.0,1.12,1.0,2.75,5.38,4.0,3.62,2.88,2.88,2.88,4.0,0.0,2.88,5.0,5.0,3.12,3.12,0.0,5.88,0.25,1.0,1.38,3.12,0.0,0.0,3.75,4.0,3.0,0.0,1.62,2.12,3.0,2.12,2.88,2.88,0.75,5.0,4.5,4.1850000000000005,4.4350000000000005,4.0,3.88,4.69,0.5,0.5,0.5,3.435,4.125,3.625,1.94,2.185,3.13,2.875,4.0,3.0,1.625,2.94,2.06,3.06,1.0,1.44,4.75,0.5,4.0,3.685,3.94,4.0600000000000005,3.185,3.0,0.94,3.815,0.94,4.0,0,0,9,9
29-1221.00,"Pediatricians, General",2.75,2.25,3.12,2.12,4.5,1.12,0.0,0.5,0.12,0.0,2.88,2.62,3.25,3.38,0.0,0.5,0.38,2.25,5.25,4.0,2.0,2.88,3.0,0.12,4.0,0.0,2.88,5.0,5.0,3.25,3.0,0.0,5.12,0.0,0.0,0.12,3.25,0.0,0.0,3.5,4.0,3.0,0.0,0.38,0.0,3.0,1.5,2.88,2.38,0.38,5.0,4.88,4.0600000000000005,4.25,4.0600000000000005,3.44,4.375,0.5,0.5,0.5,3.63,4.315,3.25,1.62,1.56,2.94,2.63,4.0,3.0,0.5,3.25,1.63,3.25,0.94,1.44,4.5600000000000005,0.5,4.0600000000000005,3.88,4.0,4.1850000000000005,2.94,3.375,0.8799999999999999,3.25,1.25,4.0,0,0,9,9
29-1222.00,"Physicians, Pathologists",3.25,2.0,4.12,2.75,5.12,2.0,0.0,0.5,0.25,0.25,3.12,3.38,4.25,3.5,0.0,0.0,0.0,2.12,5.88,4.12,2.62,3.12,2.75,1.88,4.5,0.0,3.0,5.38,5.25,3.5,3.12,0.0,5.75,0.5,0.5,0.0,3.12,0.0,0.0,4.12,4.0,3.75,0.0,0.0,1.12,2.75,0.88,3.25,3.0,0.38,5.12,4.88,4.375,4.19,4.3100000000000005,3.25,4.37,0.5,1.185,0.5,3.815,4.315,3.435,2.75,2.815,3.37,3.06,3.75,3.0,1.625,1.81,2.185,3.06,1.815,2.815,4.9350000000000005,0.5,4.0,3.0,3.31,4.25,3.31,3.31,1.69,3.565,1.625,4.5600000000000005,0,0,9,9
29-1223.00,Psychiatrists,0.0,2.0,4.12,0.0,4.62,0.25,0.0,0.0,1.25,0.0,3.0,2.0,3.25,3.88,0.0,0.88,0.75,1.5,4.75,4.12,0.0,2.88,3.0,0.0,3.88,0.0,2.62,5.12,4.75,3.62,2.75,0.0,4.88,0.0,1.5,1.75,2.88,0.0,0.0,4.0,4.0,3.0,0.0,0.88,1.25,2.75,0.25,1.5,2.5,0.0,4.62,4.88,4.19,4.8100000000000005,4.065,3.88,4.4350000000000005,0.5,0.5,0.5,3.75,4.1850000000000005,3.875,1.31,1.185,2.875,2.44,4.0600000000000005,3.565,0.815,3.375,1.185,3.75,1.06,1.0,4.5600000000000005,0.5,4.0,4.0,4.94,4.315,3.315,3.435,1.06,3.375,0.5,4.25,0,0,2,2
29-1224.00,Radiologists,3.0,2.0,4.12,3.0,4.62,1.38,0.0,1.0,0.25,1.38,3.62,3.0,4.5,3.25,0.0,1.12,0.62,2.5,5.0,4.12,2.25,3.12,3.0,2.0,5.0,0.0,3.12,5.0,5.0,3.12,3.38,0.0,5.0,1.5,2.0,0.75,3.25,0.0,0.12,4.12,4.0,3.62,0.0,1.0,1.12,2.88,1.75,3.12,3.62,1.88,5.12,4.62,4.065,4.315,4.125,3.375,4.5,1.06,1.31,0.5,3.75,4.1850000000000005,3.565,1.625,1.94,3.06,2.94,4.125,2.815,2.94,1.31,3.25,2.88,0.94,3.06,4.6850000000000005,1.06,3.75,3.62,4.0600000000000005,4.25,3.19,3.125,1.125,3.56,1.81,4.25,0,0,9,9
29-1229.01,Allergists and Immunologists,1.5,2.0,3.88,0.88,4.75,1.5,0.0,0.75,0.38,0.62,3.0,2.25,3.75,3.88,0.0,0.25,0.38,2.25,5.0,3.75,0.75,3.5,3.0,0.5,4.0,0.0,3.12,5.0,4.38,3.75,3.25,0.0,5.25,0.0,0.0,0.12,3.12,0.0,0.0,3.75,3.75,3.25,0.0,0.38,0.38,3.0,1.75,2.75,2.88,0.62,4.88,4.25,4.3100000000000005,4.0600000000000005,4.0600000000000005,3.25,4.12,0.5,0.94,0.5,3.56,4.3100000000000005,3.685,1.875,2.12,2.88,2.875,4.0600000000000005,3.0,0.5,0.94,2.0,3.31,1.125,1.75,4.625,0.5,3.88,3.75,3.935,4.0,3.185,3.435,1.5,3.75,1.0,4.1850000000000005,0,0,9,9
29-1229.02,Hospitalists,2.5,2.12,4.25,1.38,5.0,0.88,0.0,1.12,0.88,1.25,3.0,2.88,3.88,3.75,0.0,1.62,1.12,2.0,5.38,4.12,1.5,3.25,3.0,1.12,4.0,0.0,3.12,5.12,5.12,3.75,3.25,0.12,5.25,0.0,1.75,1.62,3.0,0.0,0.12,4.12,4.0,4.0,0.12,1.88,2.12,3.0,2.12,2.88,3.0,0.75,5.0,4.5,4.5,4.37,4.1850000000000005,3.94,4.4350000000000005,0.5,0.6200000000000001,0.5,3.815,4.25,3.625,1.31,1.25,3.06,3.0,4.19,3.0,0.6200000000000001,1.94,1.56,3.435,1.0,2.125,4.62,0.5,3.44,4.0600000000000005,4.5,4.25,3.37,3.5,1.185,3.435,1.0,4.13,0,0,9,9
29-1229.03,Urologists,3.88,2.12,4.0,3.25,4.75,2.5,0.0,1.0,0.25,2.0,3.0,3.75,4.0,3.38,0.62,1.62,1.0,2.5,5.25,4.0,3.5,2.88,3.0,2.88,4.12,0.38,3.0,5.0,4.88,3.25,3.25,0.38,5.25,1.75,1.88,2.0,3.38,0.62,0.38,3.75,3.88,3.62,1.12,1.62,2.38,3.0,2.88,3.0,3.0,2.0,5.0,4.88,3.88,4.37,4.125,3.63,4.375,0.5,1.0,0.5,3.56,4.25,3.25,1.94,2.0,3.185,2.875,3.94,3.0,2.315,0.875,3.0,3.125,1.185,2.625,4.69,0.5,3.75,3.63,3.88,4.0,3.375,3.25,0.94,3.685,1.75,4.12,0,0,9,9
29-1229.04,Physical Medicine and Rehabilitation Physicians,2.88,1.62,4.0,2.25,4.62,2.12,0.0,1.75,0.25,1.62,2.75,2.75,3.62,3.88,0.0,1.5,1.0,2.12,5.0,4.38,2.5,3.0,2.75,2.38,3.5,0.0,3.0,5.12,4.75,3.88,2.88,0.0,5.0,1.0,1.38,1.62,3.0,0.0,0.12,3.75,3.62,3.12,0.38,1.38,2.25,2.5,2.25,2.38,3.62,1.38,4.88,4.25,3.935,4.25,3.935,3.875,4.37,0.5,0.75,0.5,3.81,4.065,3.56,1.75,1.94,3.19,3.13,4.065,2.75,1.75,2.0,2.12,3.435,1.315,2.62,4.5,0.5,3.625,3.81,4.25,4.125,3.06,3.315,1.75,3.75,1.565,3.875,0,0,9,9
29-1229.05,Preventive Medicine Physicians,0.25,1.38,4.5,0.25,5.12,1.5,0.0,0.0,0.0,0.0,2.88,0.5,3.88,4.38,0.0,0.0,0.0,1.38,5.62,4.25,0.12,3.38,3.0,0.25,4.0,0.0,3.12,5.38,5.38,4.0,3.0,0.0,5.5,0.0,0.0,0.0,3.12,0.0,0.0,4.62,4.38,3.38,0.0,0.0,0.0,3.0,1.12,2.12,3.25,0.75,5.25,5.0,4.44,4.375,4.625,4.25,4.6850000000000005,0.5,0.5,0.5,4.1850000000000005,4.625,4.25,1.875,1.565,4.0,3.25,4.37,3.06,0.75,3.0,1.25,3.81,1.06,2.25,4.94,0.5,4.1850000000000005,4.1850000000000005,4.44,4.565,3.935,4.065,1.12,3.69,1.06,4.5,0,0,11,11
29-1229.06,Sports Medicine Physicians,3.25,2.75,3.5,2.88,4.75,2.5,0.0,1.88,0.0,2.38,3.38,3.25,3.75,3.75,0.0,1.75,1.38,2.75,4.88,3.88,2.75,2.88,2.88,2.75,4.25,0.0,2.62,5.0,5.0,3.5,3.5,0.0,5.12,1.62,2.0,2.12,3.12,0.0,0.25,3.62,3.75,3.38,0.38,1.88,2.38,3.25,2.5,3.0,3.62,1.75,4.62,4.5,4.13,4.25,3.94,3.75,4.375,0.5,1.31,0.5,3.815,4.25,3.75,1.815,1.81,3.25,2.69,4.0,3.19,2.5,1.81,3.0,3.69,1.565,2.62,4.5600000000000005,0.5,3.375,3.875,4.065,4.125,3.5,3.685,1.75,3.685,1.75,3.815,0,0,9,9
29-1241.00,"Ophthalmologists, Except Pediatric",4.38,2.0,3.88,4.12,4.88,2.5,0.0,0.38,0.38,1.12,3.75,4.12,3.88,3.88,1.25,0.38,0.75,2.0,5.38,4.0,3.38,3.12,2.88,2.88,5.12,1.62,3.12,5.12,4.88,3.88,3.38,1.25,5.62,2.12,2.25,2.62,3.38,0.88,1.12,4.0,4.0,3.12,0.75,0.62,1.12,2.75,1.38,3.38,3.12,2.25,5.0,4.62,4.125,4.4350000000000005,4.0600000000000005,3.875,4.565,1.06,1.44,0.5,4.1850000000000005,4.0,3.63,2.06,2.12,3.12,3.31,4.0,3.06,2.5,2.06,2.75,3.685,1.44,2.5,4.9350000000000005,1.0,3.815,3.94,4.0600000000000005,4.0600000000000005,3.0,3.25,1.625,3.94,1.75,4.0,0,0,9,9
29-1291.00,Acupuncturists,3.12,1.5,3.0,2.12,3.88,1.5,0.0,1.5,0.12,2.0,2.62,3.5,3.0,3.0,0.0,0.75,0.75,1.38,4.0,3.12,2.88,2.0,2.0,2.0,3.88,0.0,2.0,4.0,4.0,3.0,2.75,0.0,3.88,0.0,0.25,0.0,3.0,0.0,0.12,3.12,3.0,2.0,0.0,1.62,1.62,2.0,1.88,2.0,2.75,1.12,4.0,3.62,3.06,4.0,3.185,3.06,3.75,0.5,1.12,0.5,2.75,3.5,2.75,1.25,1.38,1.94,1.94,3.375,2.0,0.8799999999999999,1.25,1.31,2.685,0.75,1.75,3.565,0.5,2.125,3.565,3.815,3.75,2.94,2.94,0.8799999999999999,3.0,0.8799999999999999,3.31,2,2,8,8
29-1292.00,Dental Hygienists,3.75,2.12,3.0,3.12,3.0,2.0,0.0,2.0,0.38,2.62,2.88,3.75,3.12,2.62,0.0,1.75,1.62,2.12,3.38,3.12,3.5,1.88,2.25,2.88,4.0,0.0,1.88,3.88,3.88,2.12,3.0,0.0,4.0,1.5,1.62,1.5,3.12,0.0,0.0,3.12,3.25,2.12,0.0,1.75,1.88,2.88,2.25,3.12,3.0,2.12,3.88,3.5,3.0,3.875,2.815,3.0,3.31,1.87,1.37,0.5,3.0,3.0,2.875,1.06,1.38,2.375,1.81,3.06,2.315,2.065,1.435,2.88,3.0,0.94,2.315,3.19,1.5,2.38,3.06,3.06,3.25,2.06,2.12,1.38,3.0,2.185,3.12,2,2,8,8
29-1299.01,Naturopathic Physicians,1.88,1.88,4.0,0.5,5.0,1.62,0.0,0.12,0.0,0.25,3.0,2.5,3.75,3.88,0.0,0.0,0.0,2.0,5.12,4.0,1.75,2.88,2.62,0.62,4.0,0.0,2.88,5.0,5.0,3.88,3.0,0.0,5.0,0.0,0.0,0.0,3.12,0.0,0.0,4.0,4.0,2.88,0.0,0.0,0.12,2.75,1.12,2.75,2.88,1.0,5.0,4.25,3.815,4.3100000000000005,3.94,3.31,4.12,0.5,0.6200000000000001,0.5,3.12,4.125,3.565,1.875,1.875,3.0,2.685,3.69,2.88,0.75,1.44,1.875,3.435,1.185,1.685,4.625,0.5,3.12,3.94,4.3100000000000005,4.12,3.12,3.19,1.315,3.12,1.0,4.0,0,0,9,9
29-1299.02,Orthoptists,3.0,2.0,3.5,2.88,4.38,0.88,0.0,0.62,0.25,0.62,3.5,3.38,3.88,3.25,0.0,0.0,0.0,1.38,4.75,3.62,2.88,2.38,2.62,1.88,3.88,0.0,2.25,4.88,4.88,3.12,3.12,0.0,4.88,0.0,0.12,0.12,3.0,0.0,0.0,3.62,3.62,3.0,0.0,0.0,0.88,2.38,1.38,3.0,3.0,1.0,4.5,4.12,3.565,4.0600000000000005,3.565,3.0,4.0,0.5,0.75,0.5,3.565,3.63,3.565,1.0,1.0,2.44,2.875,3.435,2.435,1.0,2.815,1.94,2.94,1.25,1.375,4.12,0.5,3.685,3.69,3.875,3.94,3.06,3.12,1.565,3.0,0.5,3.75,0,0,9,9
29-2011.00,Medical and Clinical Laboratory Technologists,3.88,2.25,4.12,3.5,4.25,2.12,0.0,0.75,0.25,1.75,3.25,3.62,3.88,2.75,0.0,1.25,1.0,2.0,4.38,4.0,3.25,3.0,2.75,2.25,4.75,0.0,2.88,4.88,4.0,2.75,3.25,0.0,4.5,2.0,2.38,1.38,3.5,0.0,0.12,3.12,3.25,3.25,1.25,1.38,1.38,2.38,2.0,3.62,3.0,2.0,4.25,3.75,3.5,3.94,3.315,3.0,4.0,3.0,3.0,0.6200000000000001,3.435,3.185,3.0,1.63,1.94,2.94,3.185,3.69,2.38,3.38,1.75,3.75,2.815,1.875,3.815,4.0,2.38,4.19,2.94,3.125,3.435,2.875,2.75,1.0,3.38,3.0,3.37,2,2,8,8
29-2011.01,Cytogenetic Technologists,3.12,1.75,3.88,2.88,4.12,1.75,0.0,0.38,0.25,0.75,3.25,3.12,3.88,2.88,0.0,0.0,0.0,1.88,4.12,4.0,2.88,3.0,2.12,1.88,4.25,0.0,2.88,4.38,4.5,3.0,3.25,0.0,4.0,1.0,1.0,1.25,3.12,0.0,0.0,3.12,3.12,2.62,0.0,0.0,1.0,2.12,1.38,3.38,3.0,1.12,4.12,4.12,3.315,3.81,3.38,3.0,3.94,1.315,1.25,0.5,3.0,3.375,2.94,1.69,1.625,2.815,3.0,3.25,2.12,2.12,1.625,2.75,2.38,0.94,2.88,4.19,1.12,3.5,2.815,3.0,3.81,3.0,2.88,1.125,3.12,1.56,3.875,2,2,8,8
29-2011.02,Cytotechnologists,3.62,1.88,3.75,3.0,3.88,1.88,0.0,0.75,0.25,0.5,3.12,3.75,3.88,2.38,0.0,0.25,0.0,1.88,3.88,4.0,3.12,2.75,2.12,2.38,4.62,0.0,2.38,4.12,3.88,2.25,3.0,0.0,4.0,1.25,1.62,1.38,3.25,0.0,0.0,3.0,3.0,2.88,0.0,0.12,0.88,2.0,1.25,3.75,3.12,1.88,4.0,3.75,3.25,3.815,3.185,2.94,3.815,1.94,1.565,0.5,2.94,3.12,2.875,1.5,1.56,2.62,2.685,3.0,2.0,2.44,1.06,2.685,2.125,1.5,2.62,3.88,1.94,2.88,2.63,3.0,3.25,2.12,2.12,0.94,3.0,2.25,3.19,2,2,8,8
29-2011.04,Histotechnologists,3.25,2.25,3.38,3.0,3.38,2.0,0.5,1.75,1.38,2.25,3.25,3.0,3.38,2.88,0.25,1.25,1.5,1.75,3.25,3.38,2.75,2.25,2.75,2.25,4.38,0.25,2.5,4.12,4.12,2.88,3.0,0.25,3.5,2.12,2.12,1.0,3.12,0.38,0.62,3.0,3.12,2.62,0.38,1.25,1.88,2.25,2.25,3.0,2.88,2.12,3.88,3.62,3.185,3.315,3.125,3.0,3.44,2.38,1.935,0.815,2.75,3.19,2.815,1.63,1.935,2.56,2.44,3.44,2.56,2.56,0.875,3.125,2.685,1.5,2.75,3.625,2.125,2.75,2.75,2.88,3.25,2.5,2.75,1.31,3.12,2.685,3.185,2,2,8,8
29-2012.00,Medical and Clinical Laboratory Technicians,3.0,2.62,3.5,3.0,3.0,2.12,0.0,1.5,0.0,2.0,2.88,3.12,3.0,2.88,0.0,2.0,1.12,2.25,3.12,3.62,3.0,2.88,2.75,2.62,3.75,0.0,2.75,3.88,3.88,2.88,2.88,0.0,3.75,2.0,2.12,2.12,3.0,0.0,0.0,2.88,3.0,2.75,1.38,2.0,1.88,2.75,2.25,3.0,2.88,1.88,3.12,3.0,3.06,3.5,3.06,3.0,3.38,2.685,2.435,0.815,3.06,3.0,3.0,1.5,1.625,2.94,2.625,3.12,2.37,2.815,2.0,3.06,2.375,1.44,3.06,3.44,2.25,3.315,3.0,2.94,3.25,2.625,2.25,1.69,3.06,2.75,3.06,2,2,8,8
29-2012.01,Histology Technicians,3.5,1.88,2.88,3.12,3.25,1.38,0.12,1.5,0.88,1.75,3.0,3.38,2.5,2.12,0.0,0.75,0.88,1.75,2.75,3.0,2.75,1.62,1.62,2.12,4.12,0.0,1.88,4.0,3.38,2.12,2.62,0.0,3.0,1.38,3.0,0.75,2.38,0.25,0.12,2.5,2.75,2.0,0.12,1.12,1.5,2.0,2.0,2.75,2.62,2.38,3.5,3.12,2.94,3.44,3.065,2.81,3.56,1.315,1.69,0.5,2.185,2.935,2.44,1.185,1.87,1.875,1.81,3.25,1.75,2.565,0.94,2.63,1.875,1.185,2.5,3.38,0.75,2.935,2.185,2.63,3.0,1.935,1.81,1.25,2.81,2.19,3.0,2,2,10,10
29-2031.00,Cardiovascular Technologists and Technicians,3.12,2.0,3.25,3.12,3.88,2.0,0.12,1.5,0.0,2.38,3.0,3.12,3.25,3.0,0.0,2.0,1.38,2.25,3.88,3.38,2.88,2.75,2.62,2.62,3.62,0.0,2.75,4.0,4.0,2.62,3.25,0.0,4.12,2.12,2.5,2.0,3.25,0.0,0.0,3.12,3.12,3.0,1.38,1.88,2.0,2.88,2.75,2.38,2.62,2.0,3.62,3.5,3.25,3.88,3.12,3.0,3.75,2.44,2.06,0.5,3.125,3.25,2.94,1.25,1.565,2.625,2.56,3.75,2.56,3.06,1.12,3.435,2.5,1.12,2.625,3.87,2.25,2.94,3.25,3.435,3.685,2.565,2.435,1.315,3.0,2.5,3.31,2,2,8,8
29-2032.00,Diagnostic Medical Sonographers,3.0,2.25,3.25,3.38,3.38,2.75,0.0,1.88,0.0,2.88,2.88,3.0,3.5,2.88,0.0,2.0,1.25,2.88,3.38,3.12,3.12,2.38,2.88,2.88,4.0,0.0,2.25,3.88,4.0,2.88,3.25,0.0,3.5,2.0,2.0,2.62,3.12,0.0,0.0,3.12,3.25,3.0,1.38,1.88,2.25,2.88,2.38,3.12,3.0,2.0,3.88,3.38,3.25,3.94,3.06,3.185,3.5,2.62,2.185,0.5,3.125,3.12,3.0,1.315,1.44,2.625,2.185,3.375,2.625,3.06,2.0,3.12,3.0,0.75,2.875,3.815,2.185,3.065,3.12,3.435,3.685,2.44,2.12,1.625,3.315,2.5,3.315,2,2,8,8
